University Name,description,Link,web_address,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,overall_score,image_url,Country
801,10,55:45:00,22.2,38.8,,"The University of Ja�n  is a public research university based in Ja�n, Andaluc a, Spain.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/LOGOUJA.png/150px-LOGOUJA.png,,35.8,,
801,5,45:55:00,22.2,29,,"Jeonbuk National University  is one of ten Flagship Korean National Universities founded in 1947, located in Jeonju, South Korea. Jeonbuk National University has been ranked 551 560th in the world by QS Top Universities Ranking i",,South Korea,39.6,KR,
801,5,42:58:00,22.2,37,,"Jiangsu University  is a provincial public university in Zhenjiang, Jiangsu, China. It is affiliated with the Jiangsu Provincial Government, and co-sponsored by the Ministry of Education and the Ministry of Agric",https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Jiangsu_University_logo.png/150px-Jiangsu_University_logo.png,,55.5,,
801,3,47:53:00,22.2,20.4,,"Jilin University  is a leading public research university, located in Changchun, Jilin, China. Established in 1946, the university has grown into a large and highly respected institution that serves as a leader in education, research, and innova",https://upload.wikimedia.org/wikipedia/en/thumb/4/47/Jilin_University_logo.png/150px-Jilin_University_logo.png,China (Mainland),43.3,CN,
801,34,60:40:00,22.2,54.6,,Description not found.,,China (Mainland),40.4,CN,
801,16,66:34:00,22.2,67.2,,"The University of Jordan , often abbreviated UJ or JU, is a public university located in Amman, Jordan. Founded in 1962, and it is the largest and oldest institution of higher education in Jordan. It is located in the ca",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/University_of_Jordan_Logo.svg/140px-University_of_Jordan_Logo.svg.png,,39.3,,
801,2,53:47:00,22.2,20.4,,"Juntendo University  is a private university in Bunkyo, Tokyo, Japan. Its headquarters are on its campus in Bunkyo, for the School of Medicine and in Inzai, Chiba, for the School of Health and Sports Science. The university w",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Juntendobridge.jpg/220px-Juntendobridge.jpg,,47.4,,
801,5,37 : 63,22.2,24.2,,"Kanazawa University  is a Japanese national university in the city of Kanazawa, the capital of Ishikawa Prefecture. Founded in 1862, it was chartered as a un",https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Administrative_Office_of_Kanazawa_University.JPG/200px-Administrative_Office_of_Kanazawa_University.JPG,Japan,36.9,JP,
801,7,56:44:00,22.2,26,,"The Kaohsiung Medical University  is a private medical school located in Sanmin District, Kaohsiung, Taiwan.",https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/TW_KMU_logo.jpg/150px-TW_KMU_logo.jpg,,54.8,,
801,12,47:53:00,22.2,30.6,,"Karab�k University  is a public university in Karab�k, Turkey. It was founded in 2007 as one of the 17 new universities of that time in Turkey.  Karab�k University, ranked among the 801- 1000 in the list of the best uni",,,34.4,,
801,,63:37:00,22.2,37.2,,"Karlstad University  is a state university in Karlstad, Sweden. It was originally established as the Karlstad campus of the University of Gothenburg in 1967, and this campus became an independent university college in 1",https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Karlstads_universitet_Logo.svg/220px-Karlstads_universitet_Logo.svg.png,,35.2,,
801,36,57:43:00,22.2,84.2,,"Kingston University London is a public research university located within the Royal Borough of Kingston upon Thames, in South West London, England. Its roots go back to the Kingston Technical Institute, founded in 1899. It received university status",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Shield_of_Kingston_University.svg/220px-Shield_of_Kingston_University.svg.png,,34.7,,
801,1,35 : 65,22.2,19.7,,"The Khajeh Nasir Toosi University of Technology  is a public research university in Tehran, Iran. It is named after medieval Persian scholar Khajeh Nasir Toosi. The university is considered one of",https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/K._N._Toosi_University_of_Technology.png/150px-K._N._Toosi_University_of_Technology.png,,46.4,,
801,7,38 : 62,22.2,28.2,,"Kumamoto University , abbreviated to Kumadai , is a Japanese national university located in Kumamoto, Kumamoto Prefecture in the Kyushu region of Japan. It was established on May 31, 1949, at which time the following insti",https://upload.wikimedia.org/wikipedia/en/thumb/6/60/KumamotoUniversityLogo.png/120px-KumamotoUniversityLogo.png,Japan,44.8,JP,
801,1,54:46:00,22.2,17.5,,University of Kurdistan may refer to:,,,39.3,,
801,15,75:25:00,22.2,69.9,,"Kuwait University  is a public university located in Kuwait City, Kuwait.",https://upload.wikimedia.org/wikipedia/en/0/0f/Kuwait_University_logo.png,Kuwait,37.4,KW,
801,1,46:54:00,22.2,16.1,,"Kyoto Prefectural University of Medicine  is a public university in Kyoto, Kyoto, Japan. The school's predecessor was founded in 1872, and it was chartered as a university in 1921. KPUM differs from Kyoto Universi",,,44.2,,
801,6,43:57:00,22.2,29.3,,Description not found.,,,43.4,,
801,0,46:54:00,22.2,27.4,,"The University of Lagos  is a public research university located in Lagos, Nigeria, which was founded in 1962. UNILAG is one of the first generation universities in Nigeria and is ranked among the top universities in Africa in major educat",https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/UniLagos.jpg/220px-UniLagos.jpg,Nigeria,34.5,NG,
801,1,41:59:00,22.2,49,,"Lahore University of Management Sciences   is a private research university in Lahore, Punjab, Pakistan.",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Lahore_University_of_Management_Sciences_Logo.svg/220px-Lahore_University_of_Management_Sciences_Logo.svg.png,Pakistan,35.1,PK,
801,7,56:44:00,22.2,36.8,,"The University of Las Palmas de Gran Canaria, also known as the ULPGC  is a Spanish public university located in Las Palmas de Gran Canaria, the capital city of Gran Canaria island. It is the univers",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Logo_ULPGC_%282019%29.svg/180px-Logo_ULPGC_%282019%29.svg.png,,34.4,,
801,6,70:30:00,22.2,48.9,,"University of Latvia  is a public research university located in Riga, Latvia. The university was established in 1919.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Universidad_de_Letonia%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_01.JPG/220px-Universidad_de_Letonia%2C_Riga%2C_Letonia%2C_2012-08-07%2C_DD_01.JPG,Latvia,41.6,LV,
801,18,50:50:00,22.2,84.7,,"The Lebanese American University  is a secular private American university with campuses in Beirut, Byblos, and New York. It is chartered by the board of regents of the University of the State of New York and",https://upload.wikimedia.org/wikipedia/en/b/b6/Lebanese_American_University_%28logo%29.jpg,Lebanon,34.8,LB,
801,12,51:49:00,22.2,49.8,,"Leeds Beckett University , formerly known as Leeds Metropolitan University  and before that as Leeds Polytechnic, is a public university in Leeds, West Yorkshire, England. It has campuses in the city centre and Headingley. The university's",https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Leeds_Beckett_University_-_New_logo.png/250px-Leeds_Beckett_University_-_New_logo.png,United Kingdom,35,UK,
801,4,46:54:00,22.2,32.7,,"Louisiana Tech University  is a public research university in Ruston, Louisiana, United States. It is part of the University of Louisiana System and classified among ""R2: Doctoral Universities   High research",https://upload.wikimedia.org/wikipedia/en/thumb/5/57/LouisianaTechSeal.png/150px-LouisianaTechSeal.png,,34.8,,
801,1,41:59:00,22.2,24.4,,"Lviv Polytechnic National University  is a public university in Lviv, Ukraine, founded in 1816. According to the Times Higher Education, as of 2024, it ranks first as a technical ins",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Nulp_logo_ukr.svg/150px-Nulp_logo_ukr.svg.png,Ukraine,34.7,UA,
801,9,53:47:00,22.2,41.2,,"The University of M�laga  is a public university ranked 23 among all Spanish universities and 683 in the world. It was established in 1972 and has, as of 2016, 30,203 Bachelor students and 2576 on a Master's program, 12",https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Seal_University_of_M%C3%A1laga.png/220px-Seal_University_of_M%C3%A1laga.png,,36.2,,
801,5,55:45:00,22.2,37.9,,"The University of Maribor  is Slovenia's second-largest university, established in 1975 in Maribor, Slovenia. It currently has 17 faculties.",https://upload.wikimedia.org/wikipedia/commons/5/5a/University_of_Maribor.png,Slovenia,40,SI,
801,4,53:47:00,22.2,24.6,,"Marquette University  is a private Jesuit research university in Milwaukee, Wisconsin, United States. It was established as Marquette College on August 28, 1881, by John Henni, the first Archbishop of the Archdiocese of Milwaukee. In",https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Marquette_University_seal.jpg/150px-Marquette_University_seal.jpg,United States,36.3,US,
801,2,65:35:00,22.2,17.2,,36�41'59"N 52�38'46"E? / ?36.699644�N 52.646134�E? / 36.699644; 52.646134,https://upload.wikimedia.org/wikipedia/commons/1/18/Layout_set_logo-1.png,,37.4,,
801,3,51:49:00,22.2,25.9,,"Mississippi State University for Agriculture and Applied Science, commonly known as Mississippi State University , is a public land-grant research university in Mississippi State, Mississippi.  It is classified among ""R1: Doctoral",https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/Mississippi_State_University_seal.svg/150px-Mississippi_State_University_seal.svg.png,United States,40.3,US,
801,7,66:34:00,22.2,38.5,,"The University of Murcia  is the primary institute of higher education in Murcia, Spain. With a student population of approximately 38,000, it is the largest university in the Region of Murcia. Founded in 1272 AD, the",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Universitas_Studiorum_Murciana_b-w.png/200px-Universitas_Studiorum_Murciana_b-w.png,Spain,35.9,ES,
801,4,0.520138889,22.2,30.7,,"Muroran Institute of Technology , abbreviated as MuroranIT, MuIT, or Muroran Tech is a national university in Muroran, Hokkaido, Japan.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Muroran_kogyo_daigaku_seimon.jpg/220px-Muroran_kogyo_daigaku_seimon.jpg,,37.7,,
801,1,36 : 64,22.2,47,,"The University of Nairobi  is a collegiate research university based in Nairobi and is the largest university in Kenya. Although its history as an educational institution dates back to 1956, it did",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Uon_emblem.gif/210px-Uon_emblem.gif,Kenya,34.8,KE,
801,3,56:44:00,22.2,21.2,,"Nanjing Agricultural University  is a public university located in Nanjing, Jiangsu, China. It is affiliated with the Ministry of Education. and co-sponsored by the Ministry of Education and the Jia",https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Nanjing_Agricultural_University_logo.png/150px-Nanjing_Agricultural_University_logo.png,China (Mainland),47.4,CN,
801,2,,22.2,24.3,,"Nanjing Tech University  is a provincial public technological university in Nanjing, Jiangsu, China. It is affiliated with the Province of Jiangsu. The school was established in 2001 by the merger of the former Nanjing Chemical Engineering",https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Nanjing_University_of_Technology_logo.png/150px-Nanjing_University_of_Technology_logo.png,,59.7,,
801,10,35 : 65,22.2,40.8,,National Central University  is a public research university with long-standing traditions of the Republic of China based in,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/NCULogo.svg/220px-NCULogo.svg.png,Taiwan,65.6,TW,
801,16,57:43:00,22.2,46.4,,"National Chengchi University  is a public research university in Taipei, Taiwan. The university is also considered as the earliest public service t",https://upload.wikimedia.org/wikipedia/en/thumb/2/20/National_Chengchi_University_Seal.svg/150px-National_Chengchi_University_Seal.svg.png,Taiwan,42,TW,
801,9,51:49:00,22.2,38.6,,"National Dong Hwa University  is a national research university located in Hualien, Taiwan.",https://upload.wikimedia.org/wikipedia/en/thumb/6/60/National_Dong_Hwa_University_logo.svg/150px-National_Dong_Hwa_University_logo.svg.png,Taiwan,37.8,TW,
801,4,0.806944444,22.2,17.1,,"National Institute of Technology Rourkela , formerly Regional Engineering College Rourkela is a publicly funded institute of higher learning for engineering, science and technology located in the steel city of Rourkela",https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/NIT_Rourkela_Colour_Logo.svg/220px-NIT_Rourkela_Colour_Logo.svg.png,,37.5,,
801,8,0.888888889,22.2,22.1,,"The National Institute of Technology Tiruchirappalli, NIT Tiruchirappalli or NIT Trichy is a national research deemed university near the city of Tiruchirappalli in Tamil Nadu, India. It was founded as Regional Engineering College Tiruchirappalli in",https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/National_Institute_of_Technology%2C_Tiruchirappalli.svg/200px-National_Institute_of_Technology%2C_Tiruchirappalli.svg.png,,51.9,,
801,3,33 : 67,22.2,40,,"The National University of Sciences & Technology   is a Pakistani multi-campus public research university with its main campus in Islamabad, and other campuses in",https://upload.wikimedia.org/wikipedia/en/thumb/2/22/NUST_Vector.svg/150px-NUST_Vector.svg.png,,34.8,,
801,6,39 : 61,22.2,30.6,,"National Sun Yat-sen University  is a public research university located in Sizihwan, Kaohsiung, Taiwan. NSYSU is listed as one of six national research universities, and one of f",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2017_NSYSU_maingate.jpg/250px-2017_NSYSU_maingate.jpg,Taiwan,58.9,TW,
801,8,27 : 73,22.2,28.8,,"National Taipei University of Technology  is a public university in Taipei, Taiwan. It is a member of the Global Research & Industry Alliance  of the Ministry of Sc",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Taipei_Tech_Logo-cmyk.jpg/200px-Taipei_Tech_Logo-cmyk.jpg,Taiwan,86.7,TW,
801,35,71:29:00,22.2,50.3,,The New School is a private research university in New York City. It was founded in 1919 as The New School for Social Research with an original mission dedicated to academic freedom and intellectual inquiry and a home for progressive thinkers. Since,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/The_New_School_seal.svg/180px-The_New_School_seal.svg.png,United States,38.4,US,
801,2,38 : 62,22.2,23.3,,"Niigata University  is a national university in Niigata, Niigata Prefecture, Japan. It was established in 1949 and has its major origins in Niigata Medical College  and in Niigata Higher School (established",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Niigata-u_main_gate.jpg/250px-Niigata-u_main_gate.jpg,Japan,40,JP,
801,11,55:45:00,22.2,53.3,,Normandy University  is the association of universities and higher education institutions  for institutions of higher education and research in the French region of Normandy.,,,35.8,,
801,4,,22.2,37.5,,"Northeastern University  is a public university in Shenyang, Liaoning, China. It is affiliated with the Ministry of Education, and co-funded by the Ministry of Education, SASTIND, Liaoning Provincial People's Government, and Shenyang Municipal P",https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/NEU_seal.png/150px-NEU_seal.png,,96.9,,
801,2,73:27:00,22.2,18.3,,"Northeast Normal University  is a public normal university in Changchun, Jilin, China. It is affiliated with the Ministry of Education, and co-funded by the Ministry of Education and the Jilin Provincial People's Government. The univers",https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Northeast_Normal_University_logo.png/180px-Northeast_Normal_University_logo.png,,37.1,,
801,8,62:38:00,22.2,37.3,,Description not found.,,,34.8,,
801,4,55:45:00,22.2,21.5,,"Northwest University  is a public university located in Xi'an, Shaanxi, China. It is affiliated with the Province of Shaanxi, and co-funded by the Shaanxi Provincial People's Government and the Ministry of Educatio",https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Northwest_University%2C_China_logo.png/150px-Northwest_University%2C_China_logo.png,China (Mainland),40.6,CN,
801,1,51:49:00,22.2,22.8,,Description not found.,,,45.2,,
801,8,39 : 61,22.2,28.2,,"Okayama University  is a national university in Japan. The main campus is located in Tsushima-Naka, Okayama, Okayama Prefecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/%E5%B2%A1%E5%B1%B1%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E5%9B%B3%E6%9B%B8%E9%A4%A8%E4%B8%AD%E5%A4%AE%E9%A4%A8.jpg/200px-%E5%B2%A1%E5%B1%B1%E5%A4%A7%E5%AD%A6%E9%99%84%E5%B1%9E%E5%9B%B3%E6%9B%B8%E9%A4%A8%E4%B8%AD%E5%A4%AE%E9%A4%A8.jpg,Japan,51.6,JP,
801,4,36 : 64,22.2,24.6,,"Osaka City University  , abbreviated to Ichidai or Shidai , is a public university in Japan. It is located in Sumiyoshi-ku, Osaka. It is one of the most prestigious universities in Japan regarding Applied Ling",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Osaka_City_University_Main_Building_20190818.jpg/150px-Osaka_City_University_Main_Building_20190818.jpg,,39.3,,
801,2,31 : 69,22.2,15.4,,"Osmania University is a collegiate public state university located in Hyderabad, Telangana, India. Mir Osman Ali Khan, the 7th Nizam of Hyderabad, issued a firman calling for its creation on 29 August 1917. It is the third oldest university in sou",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/Osmania_University_Logo.png/220px-Osmania_University_Logo.png,India,39.6,IN,
801,18,59:41:00,22.2,50.2,,"Pablo de Olavide University  in Spanish) is a public university in Seville, Spain. UPO offers both undergraduate and graduate programs in the traditional majors, as well as in biotechnology, environmental sciences,",https://upload.wikimedia.org/wikipedia/en/6/69/Seal_of_Pablo_de_Olavide_University.png,,35.2,,
801,5,48:52:00,22.2,37.7,,"The University of Patras  is a public university in Patras, Greece.  It is the third-largest university in Greece with respect to the size of the student body, the staff, and the number of dep",,Greece,39.4,GR,
801,22,56:44:00,22.2,55.9,,"The University of P�cs  is one of the largest higher education institutions in Hungary. The history of the university began in the Middle Ages,",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Logo_univpecs.svg/135px-Logo_univpecs.svg.png,,37.5,,
801,6,47:53:00,22.2,32.8,,"The Instituto Polit�cnico do Porto , also referred to as Polit�cnico do Porto  and P.PORTO , is a composition of multiple polytechnic schools based in P",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Pporto.png/220px-Pporto.png,,34.6,,
801,14,38 : 62,22.2,50,,"The Technical University of Valencia , shortened to UPV, is a Spanish university located in Valencia, with a",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/UPV_Logo.png/220px-UPV_Logo.png,,44.8,,
801,1,42:58:00,22.2,14.5,,"Pondicherry University, also known as PU, is a central research university located in Kalapet, Pondicherry in Union Territory of Puducherry, India. It was established by an Act of Parliament in 1985 by the Department of Higher Education, Ministry of",https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Pondy_Univ_logo1.png/220px-Pondy_Univ_logo1.png,India,34.5,IN,
801,3,47:53:00,22.2,47.4,,"Pontifical Catholic University of Peru  is a private university in Lima, Peru. It was founded in 1917 with the support and approval of the Catholic church, being the oldest private institution",https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Seal_of_Pontifical_Catholic_University_of_Peru.svg/162px-Seal_of_Pontifical_Catholic_University_of_Peru.svg.png,,35.9,,
801,0,50:50:00,22.2,25.8,,Description not found.,,,49.7,,
801,1,58:42:00,22.2,43.7,,"The University of Puerto Rico , often shortened to UPR, is the main public university system in the U.S. Commonwealth of Puerto Rico. It is a government-owned corporation with 11 campuses and approximately 44,200",https://upload.wikimedia.org/wikipedia/en/thumb/2/29/University_of_Puerto_Rico_Logo.png/200px-University_of_Puerto_Rico_Logo.png,,34.9,,
801,0,52:48:00,22.2,32.5,,"The University of the Punjab , also referred to as the Punjab University , is a public research university in Lahore, Punjab, Pakistan. Founded in 1882, its international influence has made it one of the most prestigious universities in Sout",https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/University_of_the_Punjab_logo.png/150px-University_of_the_Punjab_logo.png,Pakistan,35.2,PK,
801,11,58:42:00,22.2,45.5,,"Rey Juan Carlos University  is a Spanish public research university located in the southern area of the Community of Madrid , with five campuses at M�stoles, Alcorc�n, Vic�lvaro, Aranjuez and Fuenlab",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Logo_URJC.svg/220px-Logo_URJC.svg.png,,36.7,,
801,4,53:47:00,22.2,42.7,,"Rikkyo University , also known as Saint Paul's University, is a private university, in Ikebukuro, Tokyo, Japan.
Rikkyo is one of the five MARCH universities, the group of private universities in the Kanto region, together with M",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/%E7%AB%8B%E6%95%99%E5%A4%A7%E5%AD%A6%E3%83%AD%E3%82%B4.svg/260px-%E7%AB%8B%E6%95%99%E5%A4%A7%E5%AD%A6%E3%83%AD%E3%82%B4.svg.png,Japan,34.8,JP,
801,18,36 : 64,22.2,41.6,,"The Rochester Institute of Technology  is a private research university in Rochester, New York. It was founded in 1829. It is one of only two institutes of technology in New York state, the other being the New York Institute of Technology.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Rochester_Institute_of_Technology_Seal_%282018%29.svg/150px-Rochester_Institute_of_Technology_Seal_%282018%29.svg.png,,35.9,,
801,28,71:29:00,22.2,76,,"The University of Roehampton, London, formerly Roehampton Institute of Higher Education, is a public university in the United Kingdom, situated on three major sites in Roehampton, in the London Borough of Wandsworth. The University traces its roots t",https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/University_of_Roehampton_logo.png/220px-University_of_Roehampton_logo.png,,34.5,,
801,5,63:37:00,22.2,70.7,,"Saint Joseph University of Beirut  is a private Catholic research university in Beirut, Lebanon, founded in 1875 by French Jesuit missionaries and",https://upload.wikimedia.org/wikipedia/en/6/65/Logo_of_Saint_Joseph_University_of_Beirut.png,,35.8,,
801,22,52:48:00,22.2,70.1,,"The University of Salford is a public research university in Salford, Greater Manchester, England, 1 mile  west of Manchester city centre. The Royal Technical Institute, Salford, which opened in 1896, became a College of Advanced Tech",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Coat_of_arms_of_the_University_of_Salford.svg/200px-Coat_of_arms_of_the_University_of_Salford.svg.png,United Kingdom,34.8,UK,
801,0,42:58:00,22.2,15.1,,43�3'20.21"N 141�19'54.15"E? / ?43.0556139�N 141.3317083�E? / 43.0556139; 141.3317083,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Sapporo_Medical_University.jpg/180px-Sapporo_Medical_University.jpg,,44.1,,
801,4,37 : 63,22.2,20.3,,"The University of Science and Technology Beijing  is a public university in Haidian, Beijing, China. It is affiliated with the Ministry of Education. The university is part of Project 211 and the Double First-Class Construction. The",https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Logo_University_of_Science_and_Technology_Beijing.png/150px-Logo_University_of_Science_and_Technology_Beijing.png,China (Mainland),54.4,CN,
801,5,,22.2,29.2,,"The University of Seoul  is a municipal public university in Seoul, South Korea. UOS is famous in South Korea for a very large number of alumni working as national or municipal government of",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/University_of_Seoul.svg/150px-University_of_Seoul.svg.png,South Korea,40.9,KR,
801,6,53:47:00,22.2,38.2,,"The University of Seville  is a  university in Seville, Andalusia, Spain. Founded under the name of Colegio Santa Mar a de Jes�s in 1505, in 2022 it has a student body of 57,214, and is ranked 6th among Spanish universit",https://upload.wikimedia.org/wikipedia/en/thumb/3/33/University_of_Seville_seal.png/220px-University_of_Seville_seal.png,,36.6,,
801,2,51:49:00,22.2,19.6,,"Shahid Beheshti University  , originally founded as the Melli University  , is a public researc",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Sbu-logo.svg/220px-Sbu-logo.svg.png,,66.9,,
801,6,49:51:00,22.2,31,,"Shanghai University  is a municipal public university in Shanghai, China. It is owned by the Shanghai Municipal People's Government. The university is part of Project 211 and the Double First-Class Construction.",https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/SHU_VI_LOGO.svg/120px-SHU_VI_LOGO.svg.png,China (Mainland),60,CN,
801,5,,22.2,48.8,,Description not found.,,,38.2,,
801,3,38 : 62,22.2,36.3,,"Shanghai Maritime University  is a municipal public university in Shanghai, China. The university is affiliated with the Shanghai Municipal Government and is co-sponsored by the city and the Ministry of Transportation o",https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Shanghai_Maritime_University_logo.png/180px-Shanghai_Maritime_University_logo.png,,51.2,,
801,1,50:50:00,22.2,41.8,,"Shantou University , is a  university under the provincial Project 211 program in Shantou, Guangdong, was founded in 1981 with the approval of the State Council.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Shantou_University_logo.png/150px-Shantou_University_logo.png,,44.1,,
801,13,55:45:00,22.2,52.9,,"Sheffield Hallam University  is a public research university in Sheffield, South Yorkshire, England. The university is based on two sites; the City Campus is located in the city centre near Sheffield railway station, while the Collegiate Crescen",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/SHU_crest.jpg/220px-SHU_crest.jpg,United Kingdom,34.8,UK,
801,0,49:51:00,22.2,18.1,,"Shiraz University  is a public university located in Shiraz, Fars, Iran, established in 1946. Being one of the oldest and most prestigi",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Daneshgah_shiraz.jpg/220px-Daneshgah_shiraz.jpg,"Iran, Islamic Republic of",57,IR,
801,11,45:55:00,22.2,34.9,,"Sogang University  is a private research university in Seoul, South Korea.  It was established in 1960 by Fr. Theodore Geppert, SJ with the Wisconsin Province of the Society of Jesus with the school bein",https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Sogang_University_emblem.png/200px-Sogang_University_emblem.png,South Korea,47.7,KR,
801,5,70:30:00,22.2,47.3,,University of South Bohemia in Cesk� Budejovice  is a public university located in the city of Cesk� Budejovice (with branch campuse,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hlavn%C3%AD_vstup_do_kampusu_Jiho%C4%8Desk%C3%A9_univerzity_s_budovou_rektor%C3%A1tu_a_Filozofick%C3%A9_fakulty.jpg/220px-Hlavn%C3%AD_vstup_do_kampusu_Jiho%C4%8Desk%C3%A9_univerzity_s_budovou_rektor%C3%A1tu_a_Filozofick%C3%A9_fakulty.jpg,,34.5,,
801,2,63:37:00,22.2,44.7,,"The Southwestern University of Finance and Economics  is a public finance and economics university in Chengdu, Sichuan, China. It is affiliated with the Ministry of Education, and co-funded with the Sichuan Provincial People's Governme",,,37.1,,
801,0,41:59:00,22.2,20.4,,"Sri Venkateswara University  is a public state university located in Tirupati in Andhra Pradesh, India. The university is named after Lord Venkateswara, whose shrine is located in the city.",https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/Sri_Venkateswara_University_logo.png/220px-Sri_Venkateswara_University_logo.png,,35,,
801,12,49:51:00,22.2,52.2,,"The University of Staffordshire is a public research university in Staffordshire, England. It has its main campus in Stoke-on-Trent and four other campuses in Stafford, Lichfield, Shrewsbury, and London.",https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Staffordshire_University_coat_of_arms.png/200px-Staffordshire_University_coat_of_arms.png,,34.6,,
801,1,36 : 64,22.2,16,,Description not found.,,,34.6,,
801,4,50:50:00,22.2,73.1,,"Sultan Qaboos University   is a public university located in al-Seeb, Oman. Established in 1986, it is one of the two public universities in the country and is named after Qaboos bin Said al-Said, the Sultan of Oman",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Sultan_Qaboos_University_Logo.png/180px-Sultan_Qaboos_University_Logo.png,Oman,47.4,OM,
801,16,57:43:00,22.2,54.4,,"The University of Szeged  is a public research university in Szeged, Hungary. Established as the Jesuit Academy of Kolozsv�r in present-day Cluj-Napoca in 1581, the institution was re-established as a university in",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Seal_of_the_University_of_Szeged_b%26w.gif/220px-Seal_of_the_University_of_Szeged_b%26w.gif,Hungary,36.5,HU,
801,12,73:27:00,22.2,63,,"Tallinn University  is a public research university in Estonia. Located in the centre of Tallinn, the capital city of Estonia, Tallinn University is one of the three largest institutions of higher education in th",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Universit%C3%A4t_Tallinn_Logo.svg/220px-Universit%C3%A4t_Tallinn_Logo.svg.png,Estonia,38.2,EE,
801,14,43:57:00,22.2,60.2,,"Established in 1918, Tallinn University of Technology  is the only technical university in Estonia. TalTech, in the capital city of Tallinn, is a university for engineering, business, public administration",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Logo_veeb_esitlus.png/220px-Logo_veeb_esitlus.png,,47.3,,
